ACTN2	236684455	20314	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTN2	236684456	20315	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTN2	236684457	20316	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTN2	236684458	20317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684459	20318	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTN2	236684460	20319	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTN2	236684461	20320	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ACTN2	236684462	20321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684463	20322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684464	20323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684465	20324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684466	20325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684467	20326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684468	20327	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684469	20328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684470	20329	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN2	236684471	20330	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684472	20331	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684473	20332	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684474	20333	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684475	20334	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684476	20335	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684477	20336	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684478	20337	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684479	20338	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684480	20339	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684481	20340	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684482	20341	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684483	20342	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684484	20343	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684485	20344	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684486	20345	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684487	20346	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684488	20347	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684489	20348	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684490	20349	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684491	20350	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684492	20351	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684493	20352	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684494	20353	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684495	20354	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684496	20355	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684497	20356	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684498	20357	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684499	20358	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684500	20359	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684501	20360	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684502	20361	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684503	20362	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684504	20363	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684505	20364	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684506	20365	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684507	20366	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684508	20367	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684509	20368	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684510	20369	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684511	20370	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684512	20371	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684513	20372	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684514	20373	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684515	20374	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684516	20375	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684517	20376	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684518	20377	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684519	20378	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ACTN2	236684520	20379	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
